Transaction_ID,Customer_ID,Customer_Age,Gender,Country,Product_Category,Product_Price($),Quantity_Purchased,Total_Sale_Amount($),Discount_Applied(%),Final_Sale_Amount($),Payment_Method,Order_Placed_Date,Shipping_Duration(Days),Delivery_Status,Customer_Rating(Out_of_5),Refund_Requested,Loyalty_Member,Profit_Margin(%),Customer_Segment
T10541,C5541,52,Non-Binary,UK,Electronics,439.99,7,3079.93,0,3079.93,Debit Card,2023-04-09,8,Cancelled,2,No,No,24.7,Occasional
T10542,C5542,52,Non-Binary,India,Clothing,281.38,8,2251.04,0,2251.04,Bank Transfer,2024-09-30,11,Delivered,4,No,No,29.3,Regular
T10543,C5543,53,Non-Binary,Australia,Clothing,435.62,3,1306.86,0,1306.86,PayPal,2023-12-20,5,Cancelled,3,Yes,No,6.5,Regular
T10544,C5544,35,Female,India,Clothing,188.92,2,377.84,20,302.27,PayPal,2024-03-28,6,In Transit,3,Yes,Yes,25.3,Regular
T10545,C5545,56,Male,Germany,Books,309.13,7,2163.91,0,2163.91,Bank Transfer,2023-12-27,14,Cancelled,5,Yes,Yes,12.5,Premium
T10546,C5546,49,Female,UK,Home & Kitchen,264.21,8,2113.68,0,2113.68,PayPal,2024-01-13,11,Delivered,5,Yes,Yes,18.8,Premium
T10547,C5547,41,Male,Germany,Clothing,162.97,1,162.97,10,146.67,Credit Card,2024-09-30,7,Delivered,1,No,No,12.3,Occasional
T10548,C5548,40,Male,USA,Clothing,237.61,9,2138.49,0,2138.49,Debit Card,2023-11-24,10,In Transit,5,No,No,20.3,Regular
T10549,C5549,49,Female,USA,Electronics,253.73,4,1014.92,5,964.17,Debit Card,2024-09-15,1,In Transit,3,No,No,13.8,Regular
T10550,C5550,54,Male,India,Electronics,104.38,4,417.52,20,334.02,Debit Card,2024-07-08,8,In Transit,5,Yes,No,13.3,Regular
T10551,C5551,29,Male,Australia,Home & Kitchen,160.93,3,482.79,15,410.37,Credit Card,2024-07-14,4,Returned,1,No,Yes,5.9,Regular
T10552,C5552,30,Non-Binary,Germany,Home & Kitchen,396.75,6,2380.5,10,2142.45,Credit Card,2023-02-21,13,Returned,4,No,No,8.7,Regular
T10553,C5553,40,Male,Australia,Sports,458.32,1,458.32,20,366.66,Credit Card,2023-07-31,9,Delivered,5,Yes,Yes,27.9,Premium
T10554,C5554,42,Female,India,Electronics,183.1,6,1098.6,20,878.88,Bank Transfer,2023-12-02,1,Returned,3,Yes,No,30.0,Regular
T10555,C5555,52,Female,USA,Sports,156.95,2,313.9,5,298.2,Credit Card,2024-09-01,11,Returned,4,Yes,Yes,24.5,Premium
T10556,C5556,58,Male,Australia,Books,101.62,9,914.58,0,914.58,PayPal,2024-04-01,2,Cancelled,3,Yes,No,12.2,Regular
T10557,C5557,47,Non-Binary,Australia,Sports,340.85,2,681.7,5,647.62,Bank Transfer,2024-06-25,14,Returned,4,Yes,No,15.1,Regular
T10558,C5558,34,Non-Binary,USA,Clothing,164.93,7,1154.51,0,1154.51,Bank Transfer,2024-07-07,6,Cancelled,3,No,Yes,23.5,Regular
T10559,C5559,37,Male,Germany,Sports,493.94,1,493.94,0,493.94,Bank Transfer,2023-12-10,11,In Transit,5,No,Yes,29.2,Premium
T10560,C5560,42,Male,USA,Home & Kitchen,166.21,7,1163.47,20,930.78,Credit Card,2024-04-24,10,Cancelled,5,Yes,No,16.4,Regular
T10561,C5561,39,Female,Australia,Books,200.1,5,1000.5,0,1000.5,Bank Transfer,2023-11-14,11,Cancelled,1,No,Yes,25.7,Regular
T10562,C5562,30,Male,Germany,Clothing,303.65,8,2429.2,10,2186.28,Credit Card,2023-11-05,14,In Transit,4,No,No,29.4,Regular
T10563,C5563,36,Non-Binary,Germany,Sports,401.83,4,1607.32,10,1446.59,Credit Card,2023-11-20,1,In Transit,1,No,No,26.8,Occasional
T10564,C5564,53,Male,USA,Books,237.41,7,1661.87,10,1495.68,Bank Transfer,2023-01-19,4,Delivered,2,No,Yes,10.7,Regular
T10565,C5565,29,Female,Australia,Books,214.21,6,1285.26,20,1028.21,Debit Card,2024-10-31,8,Delivered,5,Yes,No,5.2,Regular
T10566,C5566,58,Female,India,Clothing,497.84,5,2489.2,5,2364.74,Debit Card,2024-08-26,10,Delivered,4,No,No,17.3,Regular
T10567,C5567,36,Female,Australia,Sports,10.19,4,40.76,15,34.65,Bank Transfer,2024-08-23,5,Delivered,1,No,Yes,18.3,Regular
T10568,C5568,29,Female,UK,Books,448.06,7,3136.42,0,3136.42,Debit Card,2023-06-14,13,Cancelled,1,No,No,10.0,Occasional
T10569,C5569,26,Female,India,Books,78.82,5,394.1,15,334.98,PayPal,2024-08-07,9,Cancelled,2,Yes,No,12.1,Occasional
T10570,C5570,24,Male,Germany,Electronics,394.03,5,1970.15,5,1871.64,PayPal,2024-10-26,11,Delivered,1,No,No,24.1,Occasional
T10571,C5571,45,Male,India,Books,310.88,1,310.88,5,295.34,Credit Card,2023-02-25,11,Returned,3,Yes,No,16.8,Regular
T10572,C5572,31,Male,Germany,Electronics,174.21,2,348.42,20,278.74,Debit Card,2024-08-03,6,Delivered,5,Yes,Yes,12.9,Premium
T10573,C5573,48,Male,Germany,Sports,437.57,5,2187.85,10,1969.06,PayPal,2023-10-18,1,Returned,1,Yes,Yes,20.6,Regular
T10574,C5574,36,Female,India,Sports,11.39,3,34.17,10,30.75,Bank Transfer,2024-10-05,6,In Transit,1,Yes,Yes,21.3,Regular
T10575,C5575,64,Non-Binary,Germany,Sports,117.21,2,234.42,5,222.7,Debit Card,2024-02-17,6,Cancelled,2,No,No,24.2,Occasional
T10576,C5576,33,Male,Germany,Home & Kitchen,285.61,4,1142.44,20,913.95,PayPal,2023-06-09,13,Cancelled,3,Yes,Yes,8.9,Regular
T10577,C5577,22,Non-Binary,UK,Sports,179.01,4,716.04,20,572.83,PayPal,2023-12-03,6,Returned,1,Yes,Yes,23.5,Regular
T10578,C5578,52,Male,Australia,Books,307.14,4,1228.56,0,1228.56,Bank Transfer,2023-03-15,8,Delivered,5,Yes,Yes,20.0,Premium
T10579,C5579,29,Male,Australia,Clothing,16.93,4,67.72,10,60.95,Credit Card,2023-09-25,6,Cancelled,5,Yes,No,6.4,Regular
T10580,C5580,42,Non-Binary,UK,Electronics,62.65,3,187.95,5,178.55,Bank Transfer,2023-01-02,5,Returned,1,Yes,Yes,24.4,Regular
T10581,C5581,38,Female,India,Home & Kitchen,67.91,7,475.37,15,404.06,Credit Card,2023-08-24,11,In Transit,3,No,Yes,14.6,Regular
T10582,C5582,53,Male,USA,Sports,98.7,9,888.3,10,799.47,PayPal,2023-08-10,2,In Transit,5,Yes,No,13.3,Regular
T10583,C5583,40,Male,USA,Sports,232.37,5,1161.85,0,1161.85,Credit Card,2023-11-07,4,Cancelled,5,No,No,16.2,Regular
T10584,C5584,33,Male,USA,Clothing,377.3,4,1509.2,20,1207.36,PayPal,2024-03-22,14,Delivered,3,No,No,13.7,Regular
T10585,C5585,56,Non-Binary,UK,Clothing,453.24,2,906.48,5,861.16,PayPal,2023-07-27,10,Returned,3,Yes,No,13.5,Regular
T10586,C5586,62,Female,UK,Home & Kitchen,418.51,2,837.02,10,753.32,Debit Card,2023-01-01,5,Cancelled,1,No,No,25.2,Occasional
T10587,C5587,59,Non-Binary,Germany,Electronics,102.46,5,512.3,15,435.45,Credit Card,2023-10-26,10,In Transit,4,No,No,8.1,Regular
T10588,C5588,56,Non-Binary,USA,Sports,223.37,7,1563.59,0,1563.59,Credit Card,2023-05-05,4,Delivered,2,No,Yes,29.3,Regular
T10589,C5589,31,Female,India,Home & Kitchen,103.71,9,933.39,0,933.39,Credit Card,2024-01-11,2,Returned,4,Yes,Yes,18.9,Premium
T10590,C5590,48,Non-Binary,India,Books,135.91,7,951.37,10,856.23,Bank Transfer,2024-02-06,7,Cancelled,4,Yes,No,9.6,Regular
T10591,C5591,22,Female,USA,Books,254.26,5,1271.3,15,1080.6,Debit Card,2023-09-06,10,Returned,5,Yes,No,8.3,Regular
T10592,C5592,52,Male,USA,Home & Kitchen,38.71,6,232.26,0,232.26,Debit Card,2024-10-22,10,Delivered,3,Yes,Yes,19.8,Regular
T10593,C5593,40,Female,USA,Sports,113.0,3,339.0,5,322.05,Debit Card,2023-05-05,2,Delivered,5,Yes,No,20.8,Regular
T10594,C5594,46,Male,UK,Home & Kitchen,468.01,5,2340.05,0,2340.05,Bank Transfer,2023-04-29,1,In Transit,2,Yes,No,6.3,Occasional
T10595,C5595,60,Non-Binary,UK,Sports,235.73,8,1885.84,15,1602.96,Credit Card,2023-07-03,14,Delivered,1,Yes,Yes,11.1,Regular
T10596,C5596,28,Non-Binary,UK,Clothing,225.47,1,225.47,20,180.38,Credit Card,2024-07-31,5,Cancelled,2,No,No,24.9,Occasional
T10597,C5597,35,Male,Australia,Home & Kitchen,12.21,1,12.21,20,9.77,Credit Card,2024-04-24,12,Returned,5,No,No,6.2,Regular
T10598,C5598,64,Non-Binary,India,Sports,127.46,7,892.22,10,803.0,Debit Card,2024-04-26,13,Delivered,5,Yes,Yes,26.4,Premium
T10599,C5599,29,Female,India,Home & Kitchen,433.81,5,2169.05,15,1843.69,Debit Card,2023-10-25,1,Delivered,5,No,Yes,21.5,Premium
T10600,C5600,26,Male,Germany,Home & Kitchen,86.49,5,432.45,0,432.45,PayPal,2024-11-13,1,Cancelled,5,Yes,Yes,15.9,Premium
T10601,C5601,27,Non-Binary,UK,Sports,210.49,1,210.49,0,210.49,Bank Transfer,2023-01-25,1,Returned,4,Yes,Yes,13.7,Premium
T10602,C5602,61,Male,Australia,Sports,12.09,9,108.81,20,87.05,Bank Transfer,2023-11-18,6,Returned,1,Yes,Yes,5.5,Regular
T10603,C5603,34,Female,Australia,Electronics,241.78,1,241.78,20,193.42,Debit Card,2023-03-10,9,In Transit,4,No,No,25.6,Regular
T10604,C5604,55,Female,India,Home & Kitchen,15.41,5,77.05,5,73.2,PayPal,2024-08-15,10,In Transit,5,Yes,No,8.6,Regular
T10605,C5605,24,Non-Binary,UK,Books,410.71,9,3696.39,20,2957.11,Credit Card,2023-11-21,13,Returned,3,Yes,No,12.7,Regular
T10606,C5606,63,Female,Germany,Home & Kitchen,413.3,4,1653.2,5,1570.54,Debit Card,2024-06-23,11,Cancelled,4,Yes,No,19.2,Regular
T10607,C5607,30,Male,UK,Home & Kitchen,394.93,8,3159.44,0,3159.44,Bank Transfer,2023-11-10,12,Cancelled,5,Yes,No,11.1,Regular
T10608,C5608,57,Female,USA,Sports,145.27,6,871.62,5,828.04,Bank Transfer,2023-07-12,1,In Transit,5,No,Yes,17.4,Premium
T10609,C5609,59,Male,UK,Home & Kitchen,419.43,3,1258.29,5,1195.38,Bank Transfer,2023-09-24,5,Delivered,1,Yes,No,25.2,Occasional
T10610,C5610,26,Male,USA,Home & Kitchen,273.78,4,1095.12,10,985.61,Credit Card,2023-03-10,9,Cancelled,2,No,No,16.8,Occasional
T10611,C5611,44,Female,USA,Books,190.04,2,380.08,20,304.06,Bank Transfer,2023-05-02,14,Delivered,4,No,No,28.7,Regular
T10612,C5612,19,Non-Binary,Germany,Sports,314.54,1,314.54,5,298.81,Credit Card,2024-07-21,9,Cancelled,4,Yes,No,26.2,Regular
T10613,C5613,22,Female,India,Home & Kitchen,11.11,8,88.88,0,88.88,Credit Card,2024-09-10,1,Returned,4,Yes,No,13.3,Regular
T10614,C5614,46,Male,UK,Clothing,75.77,1,75.77,15,64.4,Credit Card,2023-10-16,8,In Transit,5,No,Yes,15.0,Premium
T10615,C5615,54,Male,USA,Electronics,372.44,1,372.44,5,353.82,Debit Card,2024-05-13,1,Delivered,1,No,No,15.6,Occasional
T10616,C5616,55,Female,UK,Books,125.86,4,503.44,20,402.75,Credit Card,2023-09-27,8,Delivered,5,No,No,20.7,Regular
T10617,C5617,36,Non-Binary,India,Home & Kitchen,301.01,6,1806.06,10,1625.45,PayPal,2024-04-14,1,Returned,5,No,No,12.2,Regular
T10618,C5618,25,Non-Binary,India,Clothing,195.63,9,1760.67,0,1760.67,Bank Transfer,2024-03-23,12,Cancelled,3,Yes,No,29.2,Regular
T10619,C5619,62,Male,Australia,Home & Kitchen,428.13,1,428.13,10,385.32,Debit Card,2023-01-31,5,Delivered,1,No,No,20.2,Occasional
T10620,C5620,18,Male,India,Home & Kitchen,476.45,7,3335.15,15,2834.88,Bank Transfer,2023-09-26,8,Cancelled,4,No,No,15.0,Regular
T10621,C5621,39,Non-Binary,Germany,Sports,442.36,5,2211.8,5,2101.21,Credit Card,2024-12-16,6,Returned,2,No,Yes,21.1,Regular
T10622,C5622,34,Female,USA,Sports,138.96,8,1111.68,5,1056.1,Debit Card,2023-06-30,9,In Transit,4,No,No,14.9,Regular
T10623,C5623,24,Male,Australia,Sports,101.11,7,707.77,20,566.22,PayPal,2024-08-04,1,Delivered,5,Yes,Yes,25.4,Premium
T10624,C5624,42,Male,Germany,Clothing,239.85,4,959.4,5,911.43,Credit Card,2023-07-16,9,Cancelled,1,Yes,Yes,19.2,Regular
T10625,C5625,62,Non-Binary,UK,Home & Kitchen,8.63,4,34.52,0,34.52,Bank Transfer,2023-06-07,1,Delivered,1,Yes,No,6.0,Occasional
T10626,C5626,21,Female,USA,Electronics,17.78,6,106.68,15,90.68,PayPal,2024-01-13,10,Cancelled,1,No,No,9.4,Occasional
T10627,C5627,53,Non-Binary,India,Books,278.88,6,1673.28,10,1505.95,Credit Card,2024-03-17,10,Cancelled,3,No,No,26.6,Regular
T10628,C5628,23,Female,USA,Sports,262.62,9,2363.58,15,2009.04,PayPal,2023-04-09,3,Cancelled,4,Yes,Yes,19.1,Premium
T10629,C5629,48,Female,UK,Sports,497.32,5,2486.6,5,2362.27,Credit Card,2024-07-08,1,Returned,3,Yes,No,28.8,Regular
T10630,C5630,36,Female,Australia,Home & Kitchen,104.91,8,839.28,10,755.35,Debit Card,2023-12-18,3,In Transit,2,No,No,6.8,Occasional
T10631,C5631,61,Male,Australia,Home & Kitchen,132.76,5,663.8,20,531.04,Credit Card,2023-12-09,12,Delivered,5,Yes,No,12.4,Regular
T10632,C5632,56,Non-Binary,Australia,Clothing,61.2,2,122.4,15,104.04,Debit Card,2023-12-10,11,In Transit,3,No,Yes,9.8,Regular
T10633,C5633,44,Non-Binary,India,Clothing,459.18,6,2755.08,10,2479.57,Credit Card,2023-12-15,13,Cancelled,3,No,Yes,18.8,Regular
T10634,C5634,27,Female,Germany,Sports,390.02,9,3510.18,10,3159.16,Credit Card,2023-06-21,2,Cancelled,5,No,No,14.6,Regular
T10635,C5635,43,Male,Germany,Home & Kitchen,412.06,3,1236.18,10,1112.56,Bank Transfer,2023-07-29,2,In Transit,1,No,Yes,8.9,Regular
T10636,C5636,36,Male,USA,Electronics,451.87,1,451.87,0,451.87,PayPal,2024-03-01,9,In Transit,5,No,No,21.1,Regular
T10637,C5637,56,Non-Binary,India,Books,264.83,1,264.83,15,225.11,PayPal,2024-06-01,8,Delivered,4,No,Yes,18.4,Premium
T10638,C5638,20,Male,Australia,Home & Kitchen,228.34,3,685.02,10,616.52,PayPal,2023-05-28,1,Cancelled,5,Yes,No,11.9,Regular
T10639,C5639,62,Male,Australia,Home & Kitchen,168.54,5,842.7,15,716.3,Credit Card,2023-11-16,12,In Transit,1,Yes,Yes,17.0,Regular
T10640,C5640,30,Female,UK,Clothing,296.66,3,889.98,10,800.98,Credit Card,2023-06-29,14,Returned,5,Yes,No,23.6,Regular
T10641,C5641,45,Male,UK,Books,229.87,9,2068.83,20,1655.06,Credit Card,2024-06-30,4,Cancelled,3,No,No,10.1,Regular
T10642,C5642,37,Female,Australia,Sports,228.52,8,1828.16,20,1462.53,Debit Card,2024-07-20,13,Cancelled,2,Yes,Yes,12.3,Regular
T10643,C5643,45,Non-Binary,Australia,Home & Kitchen,468.78,3,1406.34,20,1125.07,Debit Card,2023-04-06,1,Delivered,3,No,Yes,13.7,Regular
T10644,C5644,25,Male,India,Sports,492.1,9,4428.9,5,4207.46,Bank Transfer,2023-12-19,1,Returned,2,No,Yes,23.7,Regular
T10645,C5645,58,Non-Binary,Germany,Home & Kitchen,399.26,6,2395.56,10,2156.0,Credit Card,2023-04-14,12,Delivered,5,No,Yes,26.2,Premium
T10646,C5646,56,Non-Binary,UK,Sports,379.6,7,2657.2,5,2524.34,PayPal,2024-08-18,12,Returned,4,No,Yes,14.4,Premium
T10647,C5647,18,Male,Germany,Books,341.88,4,1367.52,15,1162.39,PayPal,2023-05-15,4,Delivered,5,Yes,No,12.4,Regular
T10648,C5648,20,Male,India,Clothing,87.21,4,348.84,5,331.4,Bank Transfer,2023-06-07,2,Returned,1,Yes,No,27.2,Occasional
T10649,C5649,30,Non-Binary,Australia,Books,34.26,2,68.52,15,58.24,PayPal,2023-01-14,3,Returned,5,Yes,Yes,30.0,Premium
T10650,C5650,45,Male,Germany,Electronics,346.91,5,1734.55,15,1474.37,Bank Transfer,2024-08-07,11,Returned,2,No,No,21.8,Occasional
T10651,C5651,42,Female,Australia,Clothing,365.75,8,2926.0,15,2487.1,Credit Card,2023-06-01,9,In Transit,3,Yes,No,29.7,Regular
T10652,C5652,50,Female,Australia,Books,28.25,7,197.75,5,187.86,PayPal,2023-09-27,2,Cancelled,4,Yes,Yes,21.5,Premium
T10653,C5653,55,Male,USA,Electronics,464.39,7,3250.73,10,2925.66,Credit Card,2024-05-05,4,Returned,5,Yes,No,23.3,Regular
T10654,C5654,23,Non-Binary,Germany,Home & Kitchen,50.11,6,300.66,5,285.63,Debit Card,2023-01-06,1,In Transit,5,No,No,14.7,Regular
T10655,C5655,61,Male,Germany,Home & Kitchen,146.52,3,439.56,10,395.6,PayPal,2023-11-02,2,In Transit,3,Yes,Yes,15.8,Regular
T10656,C5656,62,Male,Australia,Sports,337.83,5,1689.15,10,1520.24,Debit Card,2024-08-17,5,Delivered,4,No,Yes,8.6,Premium
T10657,C5657,49,Non-Binary,India,Clothing,89.09,1,89.09,15,75.73,PayPal,2024-03-30,14,Cancelled,5,Yes,No,25.6,Regular
T10658,C5658,62,Non-Binary,USA,Home & Kitchen,32.43,7,227.01,5,215.66,Credit Card,2024-05-03,10,Cancelled,5,No,Yes,28.3,Premium
T10659,C5659,64,Female,Australia,Clothing,168.92,9,1520.28,10,1368.25,Bank Transfer,2024-04-28,1,Delivered,2,Yes,No,20.6,Occasional
T10660,C5660,38,Non-Binary,UK,Home & Kitchen,384.16,1,384.16,20,307.33,Credit Card,2023-02-11,11,Cancelled,2,Yes,Yes,13.6,Regular
T10661,C5661,33,Female,UK,Sports,209.77,2,419.54,10,377.59,Credit Card,2024-10-25,7,Delivered,1,Yes,Yes,8.9,Regular
T10662,C5662,38,Non-Binary,USA,Books,328.22,3,984.66,20,787.73,Credit Card,2024-12-19,4,In Transit,3,No,Yes,11.6,Regular
T10663,C5663,28,Male,India,Sports,291.91,3,875.73,5,831.94,PayPal,2023-11-27,6,In Transit,4,Yes,Yes,11.4,Premium
T10664,C5664,54,Female,Australia,Electronics,16.0,8,128.0,5,121.6,Bank Transfer,2023-01-10,8,Returned,5,Yes,No,20.3,Regular
T10665,C5665,53,Female,Germany,Home & Kitchen,494.33,7,3460.31,5,3287.29,Debit Card,2023-02-09,13,Delivered,5,No,Yes,28.6,Premium
T10666,C5666,52,Female,USA,Electronics,25.51,6,153.06,10,137.75,Credit Card,2024-11-18,6,In Transit,1,No,Yes,6.2,Regular
T10667,C5667,36,Male,India,Electronics,484.06,4,1936.24,0,1936.24,PayPal,2024-11-05,14,In Transit,5,No,No,5.0,Regular
T10668,C5668,37,Male,Germany,Clothing,277.18,9,2494.62,10,2245.16,Debit Card,2024-11-06,2,Delivered,3,No,No,20.0,Regular
T10669,C5669,35,Male,UK,Home & Kitchen,481.76,1,481.76,10,433.58,Credit Card,2023-10-23,1,In Transit,1,Yes,No,12.1,Occasional
T10670,C5670,64,Male,UK,Electronics,61.8,2,123.6,15,105.06,Debit Card,2024-05-02,8,Cancelled,3,Yes,No,27.0,Regular
T10671,C5671,58,Male,Germany,Books,247.75,4,991.0,15,842.35,Credit Card,2023-09-13,8,In Transit,1,No,Yes,13.2,Regular
T10672,C5672,31,Female,USA,Electronics,88.9,3,266.7,10,240.03,Debit Card,2024-09-20,9,Delivered,5,Yes,No,12.2,Regular
T10673,C5673,32,Male,UK,Books,30.23,1,30.23,20,24.18,Debit Card,2024-08-19,6,Cancelled,1,No,Yes,11.7,Regular
T10674,C5674,48,Female,Australia,Clothing,310.68,5,1553.4,15,1320.39,Bank Transfer,2023-12-08,12,Cancelled,2,Yes,No,8.6,Occasional
T10675,C5675,18,Male,Germany,Electronics,107.85,7,754.95,10,679.46,Bank Transfer,2023-12-15,1,In Transit,4,No,Yes,19.5,Premium
T10676,C5676,20,Non-Binary,Germany,Sports,295.91,2,591.82,0,591.82,Credit Card,2024-01-18,14,Returned,5,Yes,No,9.2,Regular
T10677,C5677,33,Female,UK,Clothing,60.62,5,303.1,20,242.48,PayPal,2024-07-16,9,Cancelled,4,No,Yes,15.6,Premium
T10678,C5678,40,Non-Binary,USA,Books,169.33,6,1015.98,5,965.18,Bank Transfer,2023-06-09,12,Delivered,5,No,Yes,16.5,Premium
T10679,C5679,28,Female,Australia,Clothing,391.91,7,2743.37,10,2469.03,Debit Card,2024-07-14,13,Returned,4,Yes,No,5.5,Regular
T10680,C5680,29,Non-Binary,USA,Electronics,221.34,1,221.34,10,199.21,Bank Transfer,2024-05-19,14,Returned,2,Yes,Yes,5.4,Regular
T10681,C5681,27,Male,India,Home & Kitchen,315.73,7,2210.11,20,1768.09,Bank Transfer,2023-12-03,3,Cancelled,4,Yes,Yes,18.0,Premium
T10682,C5682,49,Male,India,Home & Kitchen,325.49,4,1301.96,15,1106.67,Credit Card,2024-05-29,11,In Transit,1,No,Yes,22.4,Regular
T10683,C5683,33,Male,UK,Books,422.66,8,3381.28,15,2874.09,Bank Transfer,2024-10-05,6,Returned,4,Yes,Yes,28.6,Premium
T10684,C5684,25,Female,UK,Books,165.84,4,663.36,15,563.86,Bank Transfer,2023-01-05,10,In Transit,5,No,No,9.5,Regular
T10685,C5685,55,Non-Binary,UK,Home & Kitchen,345.21,6,2071.26,5,1967.7,Debit Card,2023-09-25,13,Cancelled,3,Yes,Yes,7.6,Regular
T10686,C5686,29,Male,India,Books,481.0,9,4329.0,20,3463.2,Bank Transfer,2024-12-08,10,Delivered,4,Yes,Yes,6.3,Premium
T10687,C5687,41,Non-Binary,USA,Clothing,366.47,5,1832.35,20,1465.88,Debit Card,2023-12-13,11,Returned,4,No,No,15.9,Regular
T10688,C5688,45,Non-Binary,USA,Sports,247.49,4,989.96,15,841.47,Bank Transfer,2024-04-27,12,Delivered,4,No,No,20.6,Regular
T10689,C5689,25,Male,UK,Sports,317.21,8,2537.68,15,2157.03,Bank Transfer,2023-10-21,14,In Transit,5,Yes,No,26.0,Regular
T10690,C5690,45,Male,Australia,Clothing,371.14,9,3340.26,0,3340.26,PayPal,2023-09-18,9,In Transit,4,No,Yes,22.1,Premium
T10691,C5691,53,Non-Binary,USA,Sports,308.08,4,1232.32,0,1232.32,Bank Transfer,2024-02-01,11,Delivered,5,No,Yes,10.2,Premium
T10692,C5692,43,Male,India,Electronics,13.25,3,39.75,10,35.78,Debit Card,2023-10-08,13,Cancelled,5,Yes,No,16.5,Regular
T10693,C5693,25,Male,Germany,Clothing,101.41,8,811.28,10,730.15,Debit Card,2023-01-24,3,Cancelled,3,No,Yes,27.8,Regular
T10694,C5694,45,Male,Germany,Books,406.18,5,2030.9,20,1624.72,Credit Card,2023-01-03,5,Returned,1,Yes,No,13.2,Occasional
T10695,C5695,45,Female,Germany,Clothing,139.96,2,279.92,20,223.94,Credit Card,2024-02-12,13,Returned,5,Yes,Yes,17.5,Premium
T10696,C5696,54,Non-Binary,Australia,Home & Kitchen,367.12,9,3304.08,5,3138.88,PayPal,2023-01-01,14,Cancelled,2,No,No,29.0,Occasional
T10697,C5697,58,Non-Binary,UK,Books,189.2,3,567.6,5,539.22,Debit Card,2024-08-31,5,Cancelled,4,Yes,Yes,23.4,Premium
T10698,C5698,53,Female,India,Home & Kitchen,263.33,2,526.66,0,526.66,Debit Card,2024-05-08,10,Delivered,2,No,No,23.7,Occasional
T10699,C5699,44,Non-Binary,Australia,Books,38.65,1,38.65,10,34.78,Debit Card,2024-10-30,7,In Transit,4,Yes,Yes,11.3,Premium
T10700,C5700,34,Male,India,Sports,94.71,8,757.68,0,757.68,PayPal,2023-09-08,4,In Transit,3,No,No,15.4,Regular
T10701,C5701,26,Non-Binary,India,Clothing,478.81,3,1436.43,0,1436.43,Debit Card,2024-07-26,11,Returned,5,No,Yes,7.1,Premium
T10702,C5702,50,Male,UK,Electronics,445.62,7,3119.34,10,2807.41,Credit Card,2023-02-23,4,Cancelled,1,No,Yes,20.2,Regular
T10703,C5703,37,Female,Germany,Books,327.88,1,327.88,5,311.49,PayPal,2024-11-15,7,Delivered,5,No,Yes,7.6,Premium
T10704,C5704,30,Male,UK,Books,232.52,1,232.52,10,209.27,Credit Card,2023-02-22,9,Returned,4,No,No,25.9,Regular
T10705,C5705,45,Non-Binary,Australia,Home & Kitchen,339.5,9,3055.5,15,2597.17,Credit Card,2023-02-07,11,Delivered,1,Yes,Yes,25.4,Regular
T10706,C5706,46,Non-Binary,Australia,Sports,311.21,8,2489.68,15,2116.23,PayPal,2023-06-29,4,Cancelled,5,Yes,Yes,18.3,Premium
T10707,C5707,30,Non-Binary,Australia,Home & Kitchen,286.43,3,859.29,15,730.4,Bank Transfer,2024-10-06,4,Cancelled,1,No,Yes,8.5,Regular
T10708,C5708,63,Female,UK,Home & Kitchen,34.29,6,205.74,20,164.59,Bank Transfer,2024-04-01,6,Cancelled,4,Yes,No,5.6,Regular
T10709,C5709,52,Female,India,Sports,318.24,3,954.72,5,906.98,Credit Card,2023-02-10,6,In Transit,3,No,Yes,24.9,Regular
T10710,C5710,23,Non-Binary,India,Electronics,385.62,4,1542.48,5,1465.36,Bank Transfer,2023-07-11,7,Cancelled,3,No,No,20.0,Regular
T10711,C5711,35,Male,USA,Home & Kitchen,497.07,1,497.07,20,397.66,Debit Card,2023-08-13,1,Returned,5,Yes,Yes,22.8,Premium
T10712,C5712,22,Female,Australia,Home & Kitchen,10.48,5,52.4,0,52.4,PayPal,2024-08-23,13,In Transit,2,Yes,No,12.6,Occasional
T10713,C5713,64,Non-Binary,India,Books,366.44,1,366.44,15,311.47,Credit Card,2023-12-23,11,Delivered,4,No,No,17.7,Regular
T10714,C5714,42,Non-Binary,USA,Sports,288.04,1,288.04,15,244.83,Debit Card,2023-04-10,14,Returned,5,No,Yes,23.7,Premium
T10715,C5715,19,Female,India,Clothing,219.86,7,1539.02,0,1539.02,Bank Transfer,2023-04-25,3,Returned,5,No,No,16.6,Regular
T10716,C5716,27,Female,Australia,Electronics,68.15,6,408.9,10,368.01,Debit Card,2023-03-12,9,Delivered,3,No,No,20.0,Regular
T10717,C5717,47,Female,Germany,Electronics,207.5,2,415.0,10,373.5,Bank Transfer,2024-11-30,6,In Transit,1,No,Yes,24.7,Regular
T10718,C5718,62,Male,Australia,Sports,180.42,2,360.84,5,342.8,Credit Card,2024-03-21,6,Returned,4,No,No,10.4,Regular
T10719,C5719,22,Male,UK,Books,154.9,7,1084.3,20,867.44,Debit Card,2023-01-23,5,Returned,1,Yes,No,6.6,Occasional
T10720,C5720,50,Non-Binary,India,Books,366.79,1,366.79,5,348.45,PayPal,2024-07-23,11,Returned,4,No,No,18.3,Regular
T10721,C5721,18,Female,India,Sports,351.86,2,703.72,10,633.35,Credit Card,2023-12-13,3,In Transit,2,No,No,6.6,Occasional
